,Location,2019 Population,Town or City,2019 Rental Rates,State,City,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Crime Population,Crime Rate,Urban Population by City Size Categories,Urban Population by City Size Ranges,Rental Rate Categories,Rental Rate Ranges,Crime Rate Categories,Crime Rate Ranges,Walk Score,Bike Score,Walk Score Categories,Walk Score Ranges,Bike Score Categories,Bike Score Ranges,Cost of Living Index,Cost of Living Index Categories,Cost of Living Index Ranges
288,"San Diego, California",1423851,city,2170,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
289,"San Diego, California",1423851,city,2470,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
290,"San Diego, California",1423851,city,2564,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
291,"San Diego, California",1423851,city,2349,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
292,"San Diego, California",1423851,city,2386,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
293,"San Diego, California",1423851,city,2094,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
294,"San Diego, California",1423851,city,3400,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
295,"San Diego, California",1423851,city,2631,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
296,"San Diego, California",1423851,city,4510,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
297,"San Diego, California",1423851,city,2025,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
298,"San Diego, California",1423851,city,2498,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
299,"San Diego, California",1423851,city,2045,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
300,"San Diego, California",1423851,city,2775,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
301,"San Diego, California",1423851,city,3060,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",51,43,Highest Walk Score,48.0-96.0,Average Bike Scores,41.0-46.0,137.9,Highest Cost of Living Index,103.74-183.0
302,"San Francisco, California",881549,city,3076,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
303,"San Francisco, California",881549,city,2258,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
304,"San Francisco, California",881549,city,2534,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
305,"San Francisco, California",881549,city,3982,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
306,"San Francisco, California",881549,city,2811,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
307,"San Francisco, California",881549,city,2449,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
308,"San Francisco, California",881549,city,2898,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
309,"San Francisco, California",881549,city,2034,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
310,"San Francisco, California",881549,city,3490,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
311,"San Francisco, California",881549,city,2436,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
312,"San Francisco, California",881549,city,2836,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
313,"San Francisco, California",881549,city,2715,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
314,"San Francisco, California",881549,city,2546,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
315,"San Francisco, California",881549,city,3692,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
316,"San Francisco, California",881549,city,2425,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
317,"San Francisco, California",881549,city,3190,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
318,"San Francisco, California",881549,city,3569,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
319,"San Francisco, California",881549,city,3805,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
320,"San Francisco, California",881549,city,3388,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
321,"San Francisco, California",881549,city,2878,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
322,"San Francisco, California",881549,city,2969,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
323,"San Francisco, California",881549,city,3611,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
324,"San Francisco, California",881549,city,2490,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
325,"San Francisco, California",881549,city,3547,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
326,"San Francisco, California",881549,city,3535,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
327,"San Francisco, California",881549,city,3993,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
328,"San Francisco, California",881549,city,3925,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
329,"San Francisco, California",881549,city,3444,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
330,"San Francisco, California",881549,city,2868,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
331,"San Francisco, California",881549,city,3039,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
332,"San Francisco, California",881549,city,1965,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
333,"San Francisco, California",881549,city,2585,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
334,"San Francisco, California",881549,city,4010,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
335,"San Francisco, California",881549,city,2547,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
336,"San Francisco, California",881549,city,2828,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
337,"San Francisco, California",881549,city,2326,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
338,"San Francisco, California",881549,city,2702,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
339,"San Francisco, California",881549,city,3835,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
340,"San Francisco, California",881549,city,3578,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
341,"San Francisco, California",881549,city,2264,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
342,"San Francisco, California",881549,city,2973,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
343,"San Francisco, California",881549,city,3560,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
344,"San Francisco, California",881549,city,3667,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
345,"San Francisco, California",881549,city,2689,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
346,"San Francisco, California",881549,city,3278,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
347,"San Francisco, California",881549,city,2655,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
348,"San Francisco, California",881549,city,3388,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
349,"San Francisco, California",881549,city,3832,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
350,"San Francisco, California",881549,city,2225,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
351,"San Francisco, California",881549,city,3707,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
352,"San Francisco, California",881549,city,4147,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
353,"San Francisco, California",881549,city,3606,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
354,"San Francisco, California",881549,city,3288,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
355,"San Francisco, California",881549,city,3285,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
356,"San Francisco, California",881549,city,2670,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
357,"San Francisco, California",881549,city,3001,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
358,"San Francisco, California",881549,city,3260,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
359,"San Francisco, California",881549,city,2479,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
360,"San Francisco, California",881549,city,2807,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42",87,72,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,183.0,Highest Cost of Living Index,103.74-183.0
