,Location,2019 Population,Town or City,2019 Rental Rates,State,City,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Crime Population,Crime Rate,Urban Population by City Size Categories,Urban Population by City Size Ranges,Rental Rate Categories,Rental Rate Ranges,Crime Rate Categories,Crime Rate Ranges
229,"Sacramento, California",513624,city,1946,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lower Crime,"5,831.013-7,951.131"
230,"Sacramento, California",513624,city,1536,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Average Rent,"$1,294.50-1,549",Lower Crime,"5,831.013-7,951.131"
231,"Sacramento, California",513624,city,1801,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
232,"Sacramento, California",513624,city,1490,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Average Rent,"$1,294.50-1,549",Lower Crime,"5,831.013-7,951.131"
233,"Sacramento, California",513624,city,1728,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
234,"Sacramento, California",513624,city,1540,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Average Rent,"$1,294.50-1,549",Lower Crime,"5,831.013-7,951.131"
235,"Sacramento, California",513624,city,1626,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
236,"Sacramento, California",513624,city,1214,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Low Rent,"$581.99-1,294.50",Lower Crime,"5,831.013-7,951.131"
237,"Sacramento, California",513624,city,1656,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
238,"Sacramento, California",513624,city,1789,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
239,"Sacramento, California",513624,city,1936,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lower Crime,"5,831.013-7,951.131"
240,"Sacramento, California",513624,city,2701,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lower Crime,"5,831.013-7,951.131"
241,"Sacramento, California",513624,city,1681,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
242,"Sacramento, California",513624,city,1628,California,Sacramento,3223,34,127,1039,2023,16354,2993,10644,2717,179,513934,7657.936545021262,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lower Crime,"5,831.013-7,951.131"
243,"San Diego, California",1423851,city,2109,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
244,"San Diego, California",1423851,city,2472,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
245,"San Diego, California",1423851,city,2076,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
246,"San Diego, California",1423851,city,2340,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
247,"San Diego, California",1423851,city,2295,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
248,"San Diego, California",1423851,city,1658,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
249,"San Diego, California",1423851,city,1867,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
250,"San Diego, California",1423851,city,2268,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
251,"San Diego, California",1423851,city,2201,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
252,"San Diego, California",1423851,city,3247,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
253,"San Diego, California",1423851,city,1553,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
254,"San Diego, California",1423851,city,2448,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
255,"San Diego, California",1423851,city,2664,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
256,"San Diego, California",1423851,city,2535,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
257,"San Diego, California",1423851,city,1729,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
258,"San Diego, California",1423851,city,2457,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
259,"San Diego, California",1423851,city,1944,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
260,"San Diego, California",1423851,city,3235,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
261,"San Diego, California",1423851,city,2577,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
262,"San Diego, California",1423851,city,2148,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
263,"San Diego, California",1423851,city,2174,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
264,"San Diego, California",1423851,city,3271,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
265,"San Diego, California",1423851,city,2541,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
266,"San Diego, California",1423851,city,2108,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
267,"San Diego, California",1423851,city,2272,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
268,"San Diego, California",1423851,city,1862,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
269,"San Diego, California",1423851,city,2174,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
270,"San Diego, California",1423851,city,2785,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
271,"San Diego, California",1423851,city,2384,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
272,"San Diego, California",1423851,city,1763,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
273,"San Diego, California",1423851,city,1759,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
274,"San Diego, California",1423851,city,3066,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
275,"San Diego, California",1423851,city,2129,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
276,"San Diego, California",1423851,city,2817,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
277,"San Diego, California",1423851,city,2858,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
278,"San Diego, California",1423851,city,1935,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
279,"San Diego, California",1423851,city,2398,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
280,"San Diego, California",1423851,city,1810,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
281,"San Diego, California",1423851,city,2382,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
282,"San Diego, California",1423851,city,1894,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
283,"San Diego, California",1423851,city,2159,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
284,"San Diego, California",1423851,city,1731,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
285,"San Diego, California",1423851,city,2271,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
286,"San Diego, California",1423851,city,1732,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013"
287,"San Diego, California",1423851,city,2008,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
288,"San Diego, California",1423851,city,2287,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
289,"San Diego, California",1423851,city,1932,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
290,"San Diego, California",1423851,city,2835,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
291,"San Diego, California",1423851,city,2235,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
292,"San Diego, California",1423851,city,2564,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
293,"San Diego, California",1423851,city,2170,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
294,"San Diego, California",1423851,city,2470,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
295,"San Diego, California",1423851,city,2564,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
296,"San Diego, California",1423851,city,2349,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
297,"San Diego, California",1423851,city,2386,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
298,"San Diego, California",1423851,city,2094,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
299,"San Diego, California",1423851,city,3400,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
300,"San Diego, California",1423851,city,2631,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
301,"San Diego, California",1423851,city,4510,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
302,"San Diego, California",1423851,city,2025,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
303,"San Diego, California",1423851,city,2498,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
304,"San Diego, California",1423851,city,2045,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
306,"San Diego, California",1423851,city,2775,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
307,"San Diego, California",1423851,city,3060,California,San Diego,5215,50,561,1346,3258,27141,3543,18426,5172,122,1441737,4553.425885152309,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013"
308,"San Francisco, California",881549,city,3076,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
309,"San Francisco, California",881549,city,2258,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
310,"San Francisco, California",881549,city,2534,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
311,"San Francisco, California",881549,city,3982,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
312,"San Francisco, California",881549,city,2811,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
313,"San Francisco, California",881549,city,2449,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
314,"San Francisco, California",881549,city,2898,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
315,"San Francisco, California",881549,city,2034,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
316,"San Francisco, California",881549,city,3490,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
317,"San Francisco, California",881549,city,2436,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
318,"San Francisco, California",881549,city,2836,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
319,"San Francisco, California",881549,city,2715,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
320,"San Francisco, California",881549,city,2546,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
321,"San Francisco, California",881549,city,3692,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
322,"San Francisco, California",881549,city,2425,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
323,"San Francisco, California",881549,city,3190,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
324,"San Francisco, California",881549,city,3569,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
325,"San Francisco, California",881549,city,3805,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
326,"San Francisco, California",881549,city,3388,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
327,"San Francisco, California",881549,city,2878,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
328,"San Francisco, California",881549,city,2969,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
329,"San Francisco, California",881549,city,3611,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
330,"San Francisco, California",881549,city,2490,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
331,"San Francisco, California",881549,city,3547,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
332,"San Francisco, California",881549,city,3535,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
333,"San Francisco, California",881549,city,3993,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
334,"San Francisco, California",881549,city,3925,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
335,"San Francisco, California",881549,city,3444,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
336,"San Francisco, California",881549,city,2868,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
337,"San Francisco, California",881549,city,3039,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
339,"San Francisco, California",881549,city,1965,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
340,"San Francisco, California",881549,city,2585,California,San Francisco,5933,40,324,3055,2514,48780,4644,39887,4249,275,886007,12444.118250942374,Metropolitan Area,"500,000-1,500,000",Highest Rent,"$1891.50-6,373",Highest Crime,"11,316.718-16,274.42"
